Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
laca,"{Ｂ}疲れた, くたびれた; 《転》飽き飽きした",疲劳，累；厌倦,피곤하고 지친; (비유) 싫증 난,A,4.0,1.0,2.54,3.27
lado,"{Ｂ}金属の薄板, 金属板; ブリキ, トタン",金属薄板，铁皮，镀锡铁皮（马口铁）,"얇은 금속판, 철판; 양철",C,9.0,3.0,8.79,8.9
lago,{Ｂ}湖,湖,호수,B,5.0,2.0,5.67,5.33
lakto,"{Ｂ}乳, 牛乳; 乳状の液",奶，乳汁,"젖, 우유; 유액(젖빛 액체)",A,4.0,1.0,2.54,3.27
lama,"{Ｂ}足（脚）の不自由な, 足を引きずる; 《転》釣り合いの取れていない",跛行的，腿脚不便的；（转）不平衡的,"다리를 저는, 다리·발이 불편한; (비유) 균형이 맞지 않는",C,7.0,3.0,8.79,7.9
lampo,{Ｂ}ランプ; 灯火; 電灯,灯，灯具；电灯,"램프, 등불, 전등",B,6.0,2.0,5.67,5.83
lando,"{Ｂ}国, 国土; 地方, 地域; 祖国, 郷土",国家，国土；地区，地域；祖国，故乡,"나라, 국토; 지방, 지역; 조국, 고향",A,2.0,1.0,2.54,2.27
lango,"{Ｂ}【解】舌; 【料】（牛などの）舌肉, タン; 舌状のもの; 《転》話しぶり, 弁舌",舌头；（食）舌肉；舌状物；（转）口才,혀; (식용) 혀고기; 혀 모양의 것; (비유) 말솜씨,B,5.0,2.0,5.67,5.33
lano,"{Ｂ}羊毛, ウール, （ヤギなどの）柔毛; 毛糸; 羊毛状のもの",羊毛；（织）毛线，毛织物；羊毛状物,"양털, 양모; 털실; 양털 모양의 것",B,7.0,2.0,5.67,6.33
lardo,"{Ｂ}【料】豚の脂身, ラード; （古）ベーコン, >>bekono / >>porkograso",猪脂肪，猪油；（旧）培根,"돼지 비계, 라드; (옛말) 베이컨",C,9.0,3.0,8.79,8.9
larmo,{Ｂ}涙; （液体の）一滴; しずく,眼泪；一滴液体，水滴,"눈물; 물방울, 한 방울",C,7.0,3.0,8.79,7.9
larĝa,"{Ｂ}幅の広い; 幅のある; 大幅な, ゆったりした",宽的，宽阔的；宽敞的,"폭이 넓은, 너른",A,4.0,1.0,2.54,3.27
lasi,"{Ｂ}［他］（物を）放置する, 置いて去る, 手放す; （人を）放す, ほうっておく; ～するに任せる",留下，丢下，让，听任,"놓아두다, 남겨두다; 놓아주다; …하도록 내버려두다",A,3.0,1.0,2.54,2.77
lasta,"{Ｂ}最後の, 最終の, 後者の; 最近の, 最新の, 直前の, この前の; 最下位の, 最低の",最后的；最近的；（排名）最末的,"마지막의, 최종의, 후자의; 최근의, 직전의; 최하위의",A,2.0,1.0,2.54,2.27
lavi,"{Ｂ}［他］洗う, 洗濯する, 洗浄する, 洗い落とす; 清める",洗；洗涤；洗净，冲洗,"씻다, 빨다, 세척하다, 씻어내다; 깨끗하게 하다",A,4.0,1.0,2.54,3.27
laŭ,"{Ｂ}［前］～に沿って, ～に従って, ～によって",沿着；按照,…을 따라; …에 따라; …에 의해,A,1.0,1.0,2.54,1.77
laŭdi,"{Ｂ}［他］ほめる, たたえる, 称賛する",称赞，赞扬,칭찬하다,B,7.0,2.0,5.67,6.33
laŭta,"{Ｂ}大声の, 声高な, 高く響く, 騒がしい; 《転》派手な, 目立つ",大声的，响亮的；吵闹的；（转）张扬的,"소리가 큰, 시끄러운; (비유) 요란한, 눈에 띄는",B,7.0,2.0,5.67,6.33
leciono,"{Ｂ}授業, けいこ, レッスン; 学課, 課業; （教科書の）課; 教訓, 戒め",课程，课；（课本）课文；教训,"수업, 레슨, 과; 교훈, 가르침",B,6.0,2.0,5.67,5.83
ledo,"{Ｂ}なめし革, 革",鞣革，皮革,가죽,C,7.0,3.0,8.79,7.9
legi,"{Ｂ}［他］読む, 音読する; 読み取る, 解読する; 【情】読み取る",读；朗读；读懂，解读；（信息）读取,"읽다, 낭독하다; 읽어내다, 해독하다; (정보) 읽다",A,2.0,1.0,2.54,2.27
legomo,{Ｂ}野菜,蔬菜,채소,B,6.0,2.0,5.67,5.83
lekcio,{Ｂ}講義（特に大学などの学術的講義）,（大学等的）讲课，讲座,대학 강의,C,9.0,3.0,8.79,8.9
leki,{Ｂ}［他］なめる; 《転》へつらう,舔，舐；拍…马屁,핥다; (비유) 아첨하다,C,8.0,3.0,8.79,8.4
leono,{Ｂ}【動】ライオン; 獅子（しし）,狮子,사자,C,7.0,3.0,8.79,7.9
leporo,"{Ｂ}【動】ノウサギ; （一般に）ウサギ（兎）, >>〜",野兔；（泛）兔子,산토끼; (일반) 토끼,C,7.0,3.0,8.79,7.9
lerni,"{Ｂ}［他］学習する, 学ぶ, 習う, 覚える; 身につける, 体得する",学习，学会；习得，掌握,"배우다, 공부하다",A,2.0,1.0,2.54,2.27
lerta,"{Ｂ}器用な, 巧みな, 上手な; 敏捷な, すばしこい",灵巧，熟练，敏捷；机灵；精巧,능숙하고 솜씨 좋은; 민첩한,B,5.0,2.0,5.67,5.33
letero,"{Ｂ}手紙, 書状, 書簡",信，书信，书状,"편지, 서신",A,3.0,1.0,2.54,2.77
levi,"{Ｂ}［他］上げる, 持ち上げる, 拾い上げる; 立てる, 起こす; 《転》高める, 出す",（举、抬、提）起；提高，提拔,"들어 올리다; 세우다, 일으키다; (비유) 높이다",A,2.0,1.0,2.54,2.27
leĝo,"{Ｂ}【法】法律, 法, 法規; おきて, 戒律, 律法; 【理】法則",法律，准则，法则,"법률, 법규; 규범, 계율; (과학) 법칙",B,5.0,2.0,5.67,5.33
li,"{Ｂ}［代］彼, あの男",他,"그, 그 남자",A,1.0,1.0,2.54,1.77
libera,"{Ｂ}自由な; 独立の, 束縛されない, 免れた; ひまな, 空いている, 広々した",自由的；独立的，不受束缚的；空闲的；宽敞的,"자유로운, 독립적인, 구속받지 않는; 한가한, 비어 있는; 널찍한",A,2.0,1.0,2.54,2.27
libro,"{Ｂ}本, 書籍, 書物, 図書; 帳簿, 記録簿; （書物の）巻, 編, 書",书，簿，册,"책, 장부, 권",A,3.0,1.0,2.54,2.77
liceo,{Ｂ}リセ（フランスの後期中等教育学校）,（法意等）后期中等教育学校（类似高中）,프랑스·이탈리아 등의 후기 중등학교(고등학교급),C,9.0,3.0,8.79,8.9
lifto,"{Ｂ}エレベーター, 昇降機; 【海】（帆桁の）つり綱",电梯，升降机；（海）帆桁吊索,"엘리베이터, 승강기; (해양) 돛대 줄(리프트)",C,8.0,3.0,8.79,8.4
ligi,"{Ｂ}［他］結ぶ, 縛る, つなぐ; 結び合わせる; 《転》束縛する; 関係づける; 団結させる",绑，系，连接；束缚；关联，联合,"묶다, 매다, 잇다; 결합하다; (비유) 속박하다; 관련짓다; 결속시키다",A,4.0,1.0,2.54,3.27
ligno,"{Ｂ}木（木材）, 材木; 【植】木質",木材；木质部分,"목재, 나무 재질; (식물) 목질부",B,4.0,2.0,5.67,4.83
lilio,{Ｂ}【植】ユリ（属）（百合）,百合,백합속 식물,C,9.0,3.0,8.79,8.9
limo,"{Ｂ}境界, 境, 端, 果て; 国境; 限界, 限度, 極限; 期限",界限，边界；限度，极限；期限,"경계, 국경; 한계, 한도; 기한",B,5.0,2.0,5.67,5.33
lingvo,"{Ｂ}言語, 言葉; 言葉づかい, 語法; 伝達手段",语言；用语，表达方式；传达手段,"언어, 말; 말투, 어법; 전달 수단",A,3.0,1.0,2.54,2.77
linio,"{Ｂ}線, 境界線, すじ; 列, 並び, 系統; （文字の）行; 【数】線; 【交】路線; 【運】ライン",线；列，系统；行；路线,"선, 경계선, 줄; 열, 늘어선 줄, 계통; 글의 행; (수학) 선; 노선; 라인",B,4.0,2.0,5.67,4.83
lipo,{Ｂ}唇; 《転》口; 【植】唇弁（しんべん）,嘴唇；（转）口；（植）唇瓣,입술; (비유) 입; (식물) 순판,B,6.0,2.0,5.67,5.83
listo,"{Ｂ}一覧表, 表, リスト, 目録, 名簿",表，目录，名单,"일람표, 표, 목록, 명부",C,8.0,3.0,8.79,8.4
literaturo,"{Ｂ}文学, 文芸; 文献",文学；文献（某主题相关文献）,"문학, 문헌",B,8.0,2.0,5.67,6.83
litero,"{Ｂ}文字, 字; 【印】活字, >>ideografiaĵo; 字句, 文面",文字，字母，字；（印）活字；字句，文面,"글자, 문자; (인쇄) 활자; 문구, 문면",B,6.0,2.0,5.67,5.83
lito,"{Ｂ}ベッド, 寝台; 寝床; （動物の）ねぐら",床，卧床；（动物）窝,"침대, 침상; 잠자리; (동물의) 보금자리",A,3.0,1.0,2.54,2.77
litro,{Ｂ}【単】リットル（容積の単位）,升,리터(부피 단위),B,7.0,2.0,5.67,6.33
liveri,"{Ｂ}［他］配達する, 届ける, 引き渡す, 納品する; 供給する",交货，交付；供给，提供,"배달하다, 인도하다; 공급하다",C,9.0,3.0,8.79,8.9
logi,"{Ｂ}［他］気を引く, （心を）引き付ける, 魅惑する; 誘う, おびき寄せる",引诱；吸引,"마음을 끌다, 매혹하다; 유혹하다, 꾀어 들이다",C,7.0,3.0,8.79,7.9
logiko,"{Ｂ}論理学; 論理, 論法, 道理; 論理的必然, 当然の成り行き",逻辑；逻辑学；论法，道理；必然结果,"논리학; 논리, 논법, 이치; 논리적 필연, 당연한 귀결",C,9.0,3.0,8.79,8.9
lojala,"{Ｂ}忠義な, 忠実な; 誠実な, 公正な",忠诚，忠实；诚实，公正,"충성스러운, 충실한; 성실하고 공정한",C,9.0,3.0,8.79,8.9
loko,"{Ｂ}場所, 所; 部分, 個所; 地方, 土地; 《転》地位, 立場",地点，场所；部位，地方；（转）地位，立场,"장소, 위치; 부분, 곳; 지역, 땅; (비유) 지위, 입장",A,2.0,1.0,2.54,2.27
longa,{Ｂ}（空間的・時間的に）長い; 【声】長音の,长的；长久的；（语音）长音的,(길이·시간이) 긴; (음운) 장음의,A,2.0,1.0,2.54,2.27
loto,{Ｂ}くじ; 《転》運; =lotaĵo（くじの賞品）,抽签，抽彩；（转）运气,"제비뽑기, 복권; (비유) 운",C,9.0,3.0,8.79,8.9
loĝi,"{Ｂ}［自］住む, 居住する; 《広》滞在する（短期の宿泊はふつう gastejo/gasti）",居住；（广义）停留，住在某处,"살다, 거주하다; (넓게) 머무르다",A,2.0,1.0,2.54,2.27
ludi,"{Ｂ}［自］遊ぶ, たわむれる, 自由に動く; ［他］（ゲームなどを）する, （必要な）動作をする; 【楽】演奏する; （役割を）演じる",嬉戏，自由活动；玩，游戏；演奏；扮演（角色）,"놀다, 장난하다, 자유롭게 움직이다; 게임을 하다; (음악) 연주하다; 역할을 연기하다",A,4.0,1.0,2.54,3.27
lui,"{Ｂ}［他］賃借する, （料金を払って）借りる",租用，租赁,"세를 내고 빌리다, 임차하다",B,7.0,2.0,5.67,6.33
lukso,"{Ｂ}ぜいたく, 豪華, 華美 / 【理】ルクス（照度の単位）",奢侈；豪华，华美；（物理）勒克斯（照度单位）,"사치, 호화로움; (물리) 럭스(조도 단위)",B,7.0,2.0,5.67,6.33
lukti,{Ｂ}［自］格闘する; 【運】レスリングをする; 《転》闘う,搏斗，摔跤；奋斗,"격투하다, 씨름·레슬링을 하다; (비유) 투쟁하다, 맞서 싸우다",C,9.0,3.0,8.79,8.9
luli,{Ｂ}［他］（寝かしつけるために）揺する; 揺らす; 《転》なだめる,摇晃使入睡；轻轻摇动；（转）安抚,아기를 재우려고 흔들다; 흔들어 달래다,C,9.0,3.0,8.79,8.9
lumi,"{Ｂ}［自］光っている, 光る; 《転》（顔などが）輝く",发光；（转）容光焕发,"빛나다; (비유) 얼굴·표정이 환해지다, 빛을 발하다",A,3.0,1.0,2.54,2.77
lundo,{Ｂ}月曜日,星期一,월요일,A,5.0,1.0,2.54,3.77
luno,"{Ｂ}【天】月; 衛星, >>〜",月亮；（天）卫星,달; (천문) 위성,B,5.0,2.0,5.67,5.33
lupo,{Ｂ}【動】オオカミ（狼）（種）,狼,늑대,C,8.0,3.0,8.79,8.4
magazeno,"{Ｂ}（商品などの）倉庫; 大商店, 百貨店; （銃の）弾倉, （カメラの）マガジン",仓库；大商店，百货店；（枪/相机）弹匣、片盒,"창고; 대형 상점, 백화점; (총·카메라) 탄창, 매거진",B,7.0,2.0,5.67,6.33
maizo,{Ｂ}【植】トウモロコシ（種）; トウモロコシの実,玉米,옥수수,C,9.0,3.0,8.79,8.9
majo,{Ｂ}５月,五月,5월,A,5.0,1.0,2.54,3.77
majstro,"{Ｂ}巨匠, 大家; 【史】（ギルドの）親方; （敬称）大先生",大师，巨匠；（史）行会师傅；（敬称）大先生,"거장, 대가; (역사) 길드의 장인; (호칭) 대선생",C,7.0,3.0,8.79,7.9
maksimumo,"{Ｂ}最大限, 最大量, 最高度, 最高値, 極限; 【数】最大, 極大, ><〜",最大限度，最大量，最高程度；（数）最大值、极大值,"최대한, 최대량, 최고도, 최고치; 극한; (수학) 최대값, 극대",C,9.0,3.0,8.79,8.9
makulo,"{Ｂ}しみ, よごれ; 斑点, 斑紋, ぶち; 《転》汚点",污渍，斑点；污点，瑕疵,"얼룩, 반점; (비유) 오점, 흠",C,7.0,3.0,8.79,7.9
mal-,{Ｂ}［接頭辞］（正反対・逆を示す）,反-，相反-（表示反义）,정반대를 나타내는 접두사,A,1.0,1.0,2.54,1.77
malgraŭ,"{Ｂ}［前］～にもかかわらず, ～に反して",尽管；不顾；不管…也…（语境）,…에도 불구하고,B,7.0,2.0,5.67,6.33
malica,"{Ｂ}悪意の, 意地悪な, 邪悪な, 腹黒い",恶毒，恶意；邪恶，居心叵测,"악의 있는, 심술궂은; 사악한, 음흉한",C,9.0,3.0,8.79,8.9
mamo,"{Ｂ}【解】乳房, ちぶさ",乳房,유방,C,8.0,3.0,8.79,8.4
mandato,"{Ｂ}委任; 委任状; （委任された）職務, 議席, 任期; 支払指図書, 郵便為替",委任，授权；委任书；职务，议席，任期；付款委托书，邮政汇款单,"위임, 위임장; 위임된 직무·임기·의석; 지급 지시서, 우편환",C,8.0,3.0,8.79,8.4
maniero,"{Ｂ}やり方, 仕方, 様式, 流儀; 礼儀作法, 風習",方法，作风；[~oj]礼貌，风俗,"방법, 방식, 유파; (복수) 예절, 풍습",B,5.0,2.0,5.67,5.33
maniko,"{Ｂ}【服】そで（袖）, たもと; 風見用吹流し; 旗のさお通し",袖子；（航空）风向袋；旗帜套杆的筒状部,옷소매; (항공) 풍향 자루; 깃대에 끼우는 깃발의 통 부분,C,7.0,3.0,8.79,7.9
manipuli,"{Ｂ}［他］操作する, 操縦する, 扱う; 《転》あやつる",使用，操作，操纵,"조작하다, 다루다, 조종하다; (비유) 교묘히 다루다",C,9.0,3.0,8.79,8.9
manki,"{Ｂ}［自］欠けている, 不足している",缺少,"부족하다, 모자라다",A,3.0,1.0,2.54,2.77
mano,{Ｂ}手; 《転》筆跡; 【遊】（トランプの）持ち札,手；（转）笔迹；（牌）手牌,손; (비유) 필체; (카드) 패,A,2.0,1.0,2.54,2.27
mantelo,"{Ｂ}【服】マント, 外套, コート, ケープ; 【動】外套膜; 【建】マントルピース; 【地】マントル; 《転》覆い・口実",披风，斗篷，外套；（动）外套膜；（建）壁炉架；（地）地幔；（转）遮蔽、借口,"망토, 외투; (동물) 외투막; (건축) 벽난로 선반; (지질) 맨틀; (비유) 덮개, 구실",B,7.0,2.0,5.67,6.33
manĝi,"{Ｂ}［他］食べる; （虫が）食う; 常食とする; 《転》腐食する, むしばむ; 《転》むさぼる",吃；以…为食；（虫）蛀食；（转）腐蚀，侵蚀；贪婪地吞食,"먹다; (벌레가) 갉아먹다; 주식으로 삼다; (비유) 부식하다, 좀먹다; 게걸스럽게 먹다",A,3.0,1.0,2.54,2.77
mapo,{Ｂ}地図; 【数】写像,地图；（数）映射,지도; (수학) 사상,B,8.0,2.0,5.67,6.83
mardo,{Ｂ}火曜日,星期二,화요일,A,5.0,1.0,2.54,3.77
marko,"{Ｂ}しるし（印）, 標識, マーク, 目印; 証票, ゲーム用チップ; 【商】商標, ブランド; 【運】スタート位置・線 / 【貨】マルク（ドイツ）, =100 pfenigoj",记号，标志，标记；凭票、筹码；商标，品牌；（体）起跑位置或起跑线；（货）马克,"표시, 표지, 표식; 증표, 게임용 칩; 상표, 브랜드; (스포츠) 출발 위치·선; (화폐) 마르크",A,4.0,1.0,2.54,3.27
maro,{Ｂ}海; （月面の）海; 《転》広大なもの,海；（月面）“海”；（转）广阔之物,바다; (달 표면의) 바다; (비유) 광대한 것,A,3.0,1.0,2.54,2.77
martelo,"{Ｂ}金槌（かなづち）, ハンマー, 槌（つち）; 【解】（中耳の）槌骨（つちこつ）, =maleo",锤子，榔头；（解）锤骨,"망치, 해머; (해부) 추골(망치뼈)",C,7.0,3.0,8.79,7.9
marto,{Ｂ}３月,三月,3월,A,5.0,1.0,2.54,3.77
marĉo,"{Ｂ}沼, 沼沢; 《転》どろ沼",沼泽，沼地；困境,"늪, 소택; (비유) 수렁, 곤경",C,8.0,3.0,8.79,8.4
marŝi,"{Ｂ}［自］行進する, 前進する; （比較的長い距離を）歩いて行く",行进，步行，跋涉,"행진하다, 전진하다; (비교적 먼 길을) 걸어가다",B,5.0,2.0,5.67,5.33
maso,"{Ｂ}かたまり（塊）; 集積, 総体; 【美】マッス; 【理】質量",团块，集合体，总体；（美术）块面；（物理）质量,"덩어리; 집적, 총체; (미술) 매스; (물리) 질량",C,9.0,3.0,8.79,8.9
masto,"{Ｂ}【海】マスト, 帆柱; （一般に）支柱, 柱",桅杆，樯，架电线等用的长杆,"배의 돛대, 마스트; (일반) 지주, 기둥",C,8.0,3.0,8.79,8.4
mastro,"{Ｂ}主人, 支配人, 雇い主; 持ち主, 所有主; 【生】宿主",主人，业主，雇主；（生）宿主,"주인, 관리인, 고용주; 소유주; (생물) 숙주",B,5.0,2.0,5.67,5.33
matematiko,{Ｂ}数学,数学,수학,C,9.0,3.0,8.79,8.9
mateno,"{Ｂ}朝, 午前中",早晨，上午,"아침, 오전",A,3.0,1.0,2.54,2.77
materialo,"{Ｂ}材料, 原料, 資材; 用具, 器具, 機材; 《転》資料, データ, 題材",材料，原料，资材；器材，设备；（转）资料，数据，题材,"재료, 원자재; 기재, 장비; (비유) 자료, 데이터",C,7.0,3.0,8.79,7.9
materio,"{Ｂ}物質, 物体; 【哲】質料",物质，物体；（哲）质料,"물질, 질료",C,9.0,3.0,8.79,8.9
mato,"{Ｂ}マット, むしろ, ござ, 敷物, >>〜, >>tatamo / 【遊】（チェス・将棋の）詰み, チェックメイト",席子，垫子；（棋类）将死，詰杀,"돗자리, 깔개; (체스·장기) 체크메이트",C,9.0,3.0,8.79,8.9
matraco,{Ｂ}マットレス（寝床用の厚い敷物）,床垫,매트리스,C,7.0,3.0,8.79,7.9
matura,"{Ｂ}熟した, 成熟した; 《転》熟慮した, 練られた; 【商】（手形などが）満期の",成熟；（转）深思熟虑的；（商）到期的,"완전히 익은, 성숙한; (비유) 숙고된, 원숙한; (상업) 만기의",B,6.0,2.0,5.67,5.83
maĉi,"{Ｂ}［他］かみ砕く, かむ",咀嚼，嚼碎,"씹다, 잘게 씹어 부수다; (비유) 곱씹다, 되새기다",C,8.0,3.0,8.79,8.4
maŝino,"{Ｂ}機械, 機関, 機器; 《転》機構, 仕組み",机器，机械，装置；（转）机制，结构,"기계, 기계장치, 기기; (비유) 기구, 메커니즘",B,6.0,2.0,5.67,5.83
